rk,player,nation,pos,squad,age,born_year,mp,starts,min,nineties,gls,ast,g_a,g_minus_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_a_per90,g_minus_pk_per90,g_a_minus_pk_per90,g_minus_pk_per90_calc,pk_per90,pkatt_per90,crdy_per90,crdr_per90
160,Theo Corbeanu,ca CAN,MFFW,Toronto FC,24.0,2002.0,6,4,361,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.25,0.0
161,Matthew Corcoran,us USA,MF,Nashville SC,20.0,2006.0,16,13,1162,12.9,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08
162,Sergio Córdova,ve VEN,FWMF,St. Louis City,29.0,1997.0,10,4,495,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,0.18,0.0,0.0,0.18,0.0
163,David Costa,pt POR,MF,Portland Timbers,25.0,2001.0,16,16,1327,14.7,1,6,7,1,0,0,1,0,0.07,0.41,0.47,0.07,0.47,0.07,0.0,0.0,0.07,0.0
164,Vitor Costa,br BRA,DF,SJ Earthquakes,32.0,1994.0,4,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Cade Cowell,us USA,FWMF,RB New York,22.0,2003.0,17,17,1183,13.1,2,5,7,2,0,0,1,0,0.15,0.38,0.53,0.15,0.53,0.15,0.0,0.0,0.08,0.0
166,Brandan Craig,us USA,DF,CF Montréal,22.0,2004.0,7,2,305,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0
167,Maxime Crépeau,ca CAN,GK,Orlando City,32.0,1994.0,18,18,1545,17.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.06
168,Andrés Cubas,py PAR,MF,Vancouver,30.0,1996.0,15,14,1194,13.3,0,1,1,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.45,0.0
169,Mauricio Cuevas,us USA,DFMF,LA Galaxy,23.0,2003.0,12,7,723,8.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
170,Christopher Cupps,us USA,DF,Chicago Fire,18.0,2008.0,2,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Hugo Cuypers,be BEL,FW,Chicago Fire,29.0,1997.0,11,11,989,11.0,13,0,13,11,2,4,1,0,1.18,0.0,1.18,1.0,1.0,1.0,0.18,0.36,0.09,0.0
172,Jayden Da,us USA,FW,NE Revolution,24.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Bruno Damiani,uy URU,FW,Philadelphia,24.0,2002.0,19,17,1421,15.8,3,1,4,3,0,0,3,0,0.19,0.06,0.25,0.19,0.25,0.19,0.0,0.0,0.19,0.0
174,Dagur Dan Þórhallsson,is ISL,DF,San Diego FC,26.0,2000.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Dagur Dan Þórhallsson,is ISL,MFDF,CF Montréal,26.0,2000.0,10,7,606,6.7,1,0,1,1,0,0,0,0,0.15,0.0,0.15,0.15,0.15,0.15,0.0,0.0,0.0,0.0
176,Daniel,br BRA,GK,FC Dallas,32.0,1994.0,2,2,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Daniel,br BRA,GK,SJ Earthquakes,32.0,1994.0,15,14,1327,14.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
178,Jesús Daniel Bueno,ve VEN,MF,Philadelphia,27.0,1999.0,13,6,549,6.1,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.16,0.0
179,Juan David Mosquera,co COL,DF,Portland Timbers,23.0,2002.0,3,1,70,0.8,1,1,2,1,0,0,0,0,1.29,1.29,2.57,1.29,2.57,1.29,0.0,0.0,0.0,0.0
180,Jake Davis,us USA,DFMF,Sporting KC,24.0,2002.0,18,16,1410,15.7,0,2,2,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.19,0.0
181,Rodrigo De Paul,ar ARG,MF,Inter Miami,32.0,1994.0,15,15,1350,15.0,4,4,8,4,0,0,4,0,0.27,0.27,0.53,0.27,0.53,0.27,0.0,0.0,0.27,0.0
182,Osaze De Rosario,gy GUY,FW,Seattle Sounders,25.0,2001.0,16,6,584,6.5,2,0,2,2,0,0,0,0,0.31,0.0,0.31,0.31,0.31,0.31,0.0,0.0,0.0,0.0
183,Jonathan Dean,us USA,DF,Chicago Fire,29.0,1997.0,14,10,933,10.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
184,Louicius Deedson,ht HAI,MF,FC Dallas,25.0,2001.0,7,3,254,2.8,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,0.35,0.0,0.0,0.0,0.0
185,Marky Delgado,us USA,MF,LAFC,31.0,1995.0,19,15,1360,15.1,2,2,4,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.13,0.0,0.0,0.13,0.0
186,Patrickson Delgado,ec ECU,MFFW,FC Dallas,22.0,2003.0,15,9,676,7.5,3,0,3,3,0,0,3,0,0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.4,0.0
187,Lovens Delinois,ht HAI,FW,Inter Miami,21.0,2004.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Kévin Denkey,tg TOG,FW,FC Cincinnati,25.0,2000.0,18,17,1503,16.7,11,2,13,9,2,2,4,1,0.66,0.12,0.78,0.54,0.66,0.54,0.12,0.12,0.24,0.06
189,Mikkel Desler,dk DEN,DF,Austin FC,31.0,1995.0,9,6,550,6.1,1,0,1,1,0,0,2,0,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.33,0.0
190,Djibril Diani,fr FRA,MF,Charlotte,28.0,1998.0,17,9,796,8.8,0,1,1,0,0,0,3,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.34,0.0
191,Jefferson Díaz,co COL,DF,Minnesota Utd,25.0,2000.0,17,16,1382,15.4,0,1,1,0,0,0,7,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.46,0.0
192,Mamadou Dieng,sn SEN,FW,Minnesota Utd,22.0,2004.0,17,5,479,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
193,Daryl Dike,us USA,FW,Orlando City,26.0,2000.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Griffin Dillon,us USA,MF,Real Salt Lake,23.0,2003.0,10,4,378,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0
195,Puso Dithejane,za RSA,MF,Chicago Fire,22.0,2004.0,12,1,268,3.0,1,0,1,1,0,0,2,0,0.34,0.0,0.34,0.34,0.34,0.34,0.0,0.0,0.67,0.0
196,Innocent Dje,ci CIV,MF,Chicago Fire,23.0,2003.0,17,14,1199,13.3,1,0,1,1,0,0,6,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.45,0.0
197,Nikola Djordjevic,us USA,DF,Vancouver,23.0,2002.0,5,0,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,Ronald Donkor,gh GHA,MF,RB New York,21.0,2004.0,18,18,1540,17.1,1,4,5,1,0,0,5,0,0.06,0.23,0.29,0.06,0.29,0.06,0.0,0.0,0.29,0.0
199,Shane Donovan,us USA,MF,Sporting KC,19.0,2007.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Niklas Dorsch,de GER,MF,Toronto FC,28.0,1998.0,2,2,160,1.8,1,0,1,1,0,0,1,0,0.56,0.0,0.56,0.56,0.56,0.56,0.0,0.0,0.56,0.0
201,Griffin Dorsey,us USA,DFMF,Orlando City,27.0,1999.0,16,15,1292,14.4,3,1,4,3,0,0,1,0,0.21,0.07,0.28,0.21,0.28,0.21,0.0,0.0,0.07,0.0
202,C.J. dos Santos,cv CPV,GK,San Diego FC,25.0,2000.0,6,6,539,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Matthew Dos Santos,us USA,DF,RB New York,18.0,2008.0,18,17,1210,13.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
204,Hassani Dotson,us USA,MF,Seattle Sounders,29.0,1997.0,13,10,825,9.2,1,0,1,1,0,0,4,0,0.11,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.44,0.0
205,Andre Dozzell,eng ENG,MF,D.C. United,27.0,1999.0,4,4,357,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
206,Anders Dreyer,dk DEN,FWMF,San Diego FC,28.0,1998.0,19,18,1643,18.3,8,7,15,4,4,4,3,1,0.44,0.38,0.82,0.22,0.6,0.22,0.22,0.22,0.16,0.05
207,Manu Duah,gh GHA,DF,San Diego FC,21.0,2005.0,18,18,1559,17.3,0,1,1,0,0,0,1,1,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.06
208,Nicolás Dubersarsky,ar ARG,MF,Austin FC,21.0,2004.0,11,7,659,7.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
209,Morris Duggan,de GER,DF,Minnesota Utd,25.0,2000.0,19,19,1710,19.0,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.21,0.0
210,Bryce Duke,us USA,DF,San Diego FC,25.0,2001.0,4,1,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
211,Kyle Duncan,us USA,MFDF,Minnesota Utd,29.0,1997.0,16,14,1095,12.2,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.25,0.0
212,Chris Durkin,us USA,MF,St. Louis City,26.0,2000.0,17,17,1447,16.1,2,0,2,2,0,0,9,1,0.12,0.0,0.12,0.12,0.12,0.12,0.0,0.0,0.56,0.06
213,Jeremy Ebobisse,us USA,FW,LAFC,29.0,1997.0,10,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Ender Echenique,ve VEN,MF,FC Cincinnati,22.0,2004.0,17,12,1078,12.0,1,5,6,1,0,0,1,0,0.08,0.42,0.5,0.08,0.5,0.08,0.0,0.0,0.08,0.0
215,Daniel Edelman,us USA,MF,St. Louis City,23.0,2003.0,18,17,1516,16.8,2,2,4,2,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.12,0.0,0.0,0.12,0.0
216,Earl Edwards Jr.,us USA,GK,SJ Earthquakes,34.0,1992.0,1,1,23,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0
217,Matthew Edwards,us USA,DFMF,Atlanta Utd,23.0,2003.0,11,6,541,6.0,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.33,0.0
218,Raheem Edwards,ca CAN,DFMF,Toronto FC,31.0,1995.0,12,9,737,8.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.12
219,Wilson Eisner,us USA,DF,San Diego FC,24.0,2002.0,4,0,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Troy Elgersma,,MF,LA Galaxy,,,4,0,45,0.5,1,0,1,1,0,0,0,0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
221,Jack Elliott,eng ENG,DF,Chicago Fire,30.0,1995.0,16,16,1385,15.4,0,1,1,0,0,0,4,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.26,0.0
222,Justin Ellis,us USA,FW,Orlando City,19.0,2007.0,12,11,847,9.4,1,5,6,1,0,0,0,0,0.11,0.53,0.64,0.11,0.64,0.11,0.0,0.0,0.0,0.0
223,Rayan Elloumi,tn TUN,FW,Vancouver,18.0,2007.0,13,0,183,2.0,1,0,1,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49,0.49,0.0,0.0,0.0,0.0
224,Lukas Engel,dk DEN,DF,Real Salt Lake,27.0,1998.0,11,11,912,10.1,1,0,1,1,0,0,0,0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
225,Lawrence Ennali,de GER,DFMF,Houston,24.0,2002.0,19,17,1521,16.9,3,2,5,3,0,0,4,0,0.18,0.12,0.3,0.18,0.3,0.18,0.0,0.0,0.24,0.0
226,Olger Escobar,gt GUA,MFFW,CF Montréal,19.0,2006.0,17,4,350,3.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0
227,Cristian Espinoza,ar ARG,MFFW,Nashville SC,31.0,1995.0,15,12,1059,11.8,3,7,10,3,0,0,1,0,0.25,0.59,0.85,0.25,0.85,0.25,0.0,0.0,0.08,0.0
228,Derrick Etienne,ht HAI,MFFW,Toronto FC,29.0,1996.0,14,8,791,8.8,2,0,2,2,0,0,0,0,0.23,0.0,0.23,0.23,0.23,0.23,0.0,0.0,0.0,0.0
229,Stephen Eustáquio,ca CAN,MF,LAFC,29.0,1996.0,10,7,601,6.7,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,0.15,0.0,0.0,0.0,0.0
230,Evander,br BRA,MFFW,FC Cincinnati,28.0,1998.0,18,17,1469,16.3,11,10,21,8,3,3,3,0,0.67,0.61,1.29,0.49,1.1,0.49,0.18,0.18,0.18,0.0
231,Matthew Evans,gt GUA,MF,LAFC,20.0,2006.0,1,1,55,0.6,0,1,1,0,0,0,1,0,0.0,1.64,1.64,0.0,1.64,0.0,0.0,0.0,1.64,0.0
232,Diego Fagúndez,uy URU,MF,NE Revolution,31.0,1995.0,11,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Maximiliano Falcón,uy URU,DF,Inter Miami,29.0,1997.0,10,9,868,9.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
234,Fallou Fall,sn SEN,DF,St. Louis City,22.0,2004.0,5,2,224,2.5,1,0,1,1,0,0,1,0,0.4,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.4,0.0
235,Mamadou Fall,sn SEN,DF,St. Louis City,23.0,2002.0,3,0,35,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0
236,Arnau Farnós,es ESP,MF,NYCFC,23.0,2003.0,8,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Andrew Farrell,us USA,DF,NE Revolution,34.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Logan Farrington,us USA,FW,FC Dallas,24.0,2001.0,18,11,939,10.4,6,2,8,5,1,1,3,0,0.58,0.19,0.77,0.48,0.67,0.48,0.1,0.1,0.29,0.0
239,Mohamed Farsi,dz ALG,DFMF,Columbus Crew,26.0,1999.0,9,5,478,5.3,0,2,2,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0
240,Ilay Feingold,il ISR,DF,NE Revolution,21.0,2004.0,9,8,666,7.4,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14,0.14,0.0,0.0,0.14,0.0
241,Nick Fernandez,us USA,MF,SJ Earthquakes,24.0,2001.0,14,6,479,5.3,1,2,3,1,0,0,0,0,0.19,0.38,0.56,0.19,0.56,0.19,0.0,0.0,0.0,0.0
242,Nicolás Fernández,ar ARG,FWMF,NYCFC,26.0,2000.0,18,18,1588,17.6,13,3,16,9,4,4,6,0,0.74,0.17,0.91,0.51,0.68,0.51,0.23,0.23,0.34,0.0
243,Omir Fernandez,us USA,MF,Portland Timbers,27.0,1999.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Duran Ferree,us USA,GK,San Diego FC,19.0,2006.0,13,12,1081,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Jesús Ferreira,us USA,MF,Seattle Sounders,25.0,2000.0,18,15,1170,13.0,2,3,5,2,0,1,1,0,0.15,0.23,0.38,0.15,0.38,0.15,0.0,0.08,0.08,0.0
246,Dominik Fitz,at AUT,FWMF,Minnesota Utd,27.0,1999.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,Gilberto Flores,py PAR,DF,FC Cincinnati,23.0,2003.0,7,4,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
248,Max Floriani,us USA,DF,SJ Earthquakes,23.0,2003.0,2,2,159,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,CJ Fodrey,us USA,FW,Austin FC,22.0,2004.0,13,2,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0
250,Mamadou Fofana,ml MLI,DF,NE Revolution,28.0,1998.0,18,18,1620,18.0,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.0,0.17,0.0
251,Emil Forsberg,se SWE,MF,RB New York,34.0,1991.0,18,17,1379,15.3,3,4,7,3,0,0,0,0,0.2,0.26,0.46,0.2,0.46,0.2,0.0,0.0,0.0,0.0
252,Ajani Fortune,tt TRI,MF,Atlanta Utd,23.0,2002.0,10,5,458,5.1,2,0,2,2,0,0,0,0,0.39,0.0,0.39,0.39,0.39,0.39,0.0,0.0,0.0,0.0
253,Jimer Fory,co COL,DF,Portland Timbers,24.0,2002.0,18,18,1517,16.9,0,1,1,0,0,0,3,1,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.18,0.06
254,Kobe Franklin,ca CAN,DFMF,Toronto FC,23.0,2003.0,15,12,1010,11.2,2,2,4,2,0,0,0,0,0.18,0.18,0.36,0.18,0.36,0.18,0.0,0.0,0.0,0.0
255,Ian Fray,jm JAM,DF,Inter Miami,23.0,2002.0,14,12,911,10.1,1,1,2,1,0,0,5,0,0.1,0.1,0.2,0.1,0.2,0.1,0.0,0.0,0.49,0.0
256,Wayne Frederick,tt TRI,MF,Colorado Rapids,22.0,2004.0,16,12,1067,11.9,2,2,4,2,0,0,1,1,0.17,0.17,0.34,0.17,0.34,0.17,0.0,0.0,0.08,0.08
257,Matt Freese,us USA,GK,NYCFC,27.0,1998.0,19,19,1710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,Malcolm Fry,us USA,FW,NE Revolution,21.0,2005.0,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,Kyogo Furuhashi,jp JPN,FW,LA Galaxy,31.0,1995.0,2,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,Charlie Gaffney,us USA,DF,Seattle Sounders,23.0,2003.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Matías Galarza,py PAR,MFFW,Atlanta Utd,24.0,2002.0,10,8,663,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0
262,Jon Gallagher,ie IRL,DFMF,Austin FC,30.0,1996.0,19,17,1494,16.6,0,1,1,0,0,0,1,0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.0
263,Carlos Garcés,co COL,DF,LA Galaxy,24.0,2001.0,13,9,790,8.8,0,1,1,0,0,0,5,3,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.57,0.34
264,Manu García,es ESP,MFFW,Sporting KC,28.0,1998.0,18,14,1250,13.9,2,4,6,2,0,0,3,0,0.14,0.29,0.43,0.14,0.43,0.14,0.0,0.0,0.22,0.0
265,Ryan Gauld,sct SCO,MF,Vancouver,30.0,1995.0,4,2,211,2.3,2,0,2,2,0,0,1,0,0.85,0.0,0.85,0.85,0.85,0.85,0.0,0.0,0.43,0.0
266,Luka Gavran,ca CAN,GK,Toronto FC,26.0,2000.0,19,19,1710,19.0,1,0,1,1,0,0,0,0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0
267,Dániel Gazdag,hu HUN,FWMF,Columbus Crew,30.0,1996.0,15,10,782,8.7,3,0,3,1,2,2,0,0,0.35,0.0,0.35,0.12,0.12,0.12,0.23,0.23,0.0,0.0
268,Owen Géne,fr FRA,MF,Minnesota Utd,23.0,2003.0,18,12,1041,11.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
269,Joran Gerbet,fr FRA,MF,Orlando City,25.0,2001.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Mihail Gherasimencov,md MDA,DF,Vancouver,21.0,2005.0,7,2,297,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Laurtaro Giaccone,ar ARG,MF,Columbus Crew,25.0,2001.0,2,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Samuel Gidi,sk SVK,MFDF,FC Cincinnati,22.0,2004.0,18,16,1380,15.3,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.13,0.0
273,Carles Gil,es ESP,MF,NE Revolution,33.0,1992.0,19,19,1701,18.9,7,3,10,3,4,4,2,0,0.37,0.16,0.53,0.16,0.32,0.16,0.21,0.21,0.11,0.0
274,Adrian Gill,us USA,MF,Atlanta Utd,20.0,2006.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Thomas Gillier,cl CHI,GK,CF Montréal,22.0,2004.0,16,16,1440,16.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0
276,Jackson Gilman,us USA,DF,Toronto FC,22.0,2004.0,7,7,625,6.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
277,Justen Glad,us USA,DF,Real Salt Lake,29.0,1997.0,12,12,1050,11.7,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0
278,Jakob Glesnes,no NOR,DF,LA Galaxy,32.0,1994.0,13,13,1125,12.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0
279,Aníbal Godoy,pa PAN,MF,San Diego FC,36.0,1990.0,18,12,981,10.9,0,1,1,0,0,0,3,0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.28,0.0
280,André Gomes,pt POR,MF,Columbus Crew,33.0,1993.0,12,10,856,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
281,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,34.0,1992.0,3,3,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Ignacio Gómez,ar ARG,MF,Orlando City,20.0,2006.0,2,0,14,0.2,1,0,1,1,0,0,1,0,6.43,0.0,6.43,6.43,6.43,6.43,0.0,0.0,6.43,0.0
283,Sebastian Gomez,us USA,MF,Seattle Sounders,20.0,2006.0,5,0,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
284,Nicksoen Gomis,fr FRA,DF,Toronto FC,24.0,2002.0,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Jonathan González,mx MEX,MF,SJ Earthquakes,27.0,1999.0,10,3,195,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
286,Mauricio Gonzalez,,MF,Minnesota Utd,,,9,0,123,1.4,1,0,1,1,0,0,0,0,0.73,0.0,0.73,0.73,0.73,0.73,0.0,0.0,0.0,0.0
287,Archie Goodwin,au AUS,FW,Charlotte,21.0,2004.0,17,2,292,3.2,3,0,3,2,1,1,1,0,0.92,0.0,0.92,0.62,0.62,0.62,0.31,0.31,0.31,0.0
288,Zavier Gozo,us USA,MFFW,Real Salt Lake,19.0,2007.0,16,16,1415,15.7,6,4,10,6,0,0,4,0,0.38,0.25,0.64,0.38,0.64,0.38,0.0,0.0,0.25,0.0
289,Owen Graham Roache,ca CAN,FW,CF Montréal,18.0,2008.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Tayvon Gray,jm JAM,DF,NYCFC,23.0,2002.0,18,18,1573,17.5,1,1,2,1,0,0,6,1,0.06,0.06,0.11,0.06,0.11,0.06,0.0,0.0,0.34,0.06
291,Julian Gressel,us USA,DFMF,Minnesota Utd,32.0,1993.0,4,0,58,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0
292,Antoine Griezmann,fr FRA,MFFW,Orlando City,35.0,1991.0,4,4,360,4.0,1,1,2,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,0.0,0.0,0.0,0.0
293,Yuri Guboglo,ht HAI,DF,CF Montréal,19.0,2007.0,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Gage Guerra,us USA,FW,Portland Timbers,23.0,2002.0,6,3,279,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65,0.32,0.0,0.0,0.0,0.0
